id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
806,2020,Pune,2020-04-12,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,17,0,AM Rahane,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
807,2020,Bangalore,2020-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
808,2020,Delhi,2020-04-10,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,2,0,AB de Villiers,Arun Jaitley Stadium,Umpire A,Umpire B
809,2020,Jaipur,2020-04-21,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Rajasthan Royals,70,0,HH Pandya,Sawai Mansingh Stadium,Umpire A,Umpire B
810,2020,Bangalore,2020-04-18,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,0,9,PP Shaw,M Chinnaswamy Stadium,Umpire A,Umpire B
811,2020,Pune,2020-04-14,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,0,4,RG Sharma,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
812,2020,Mumbai,2020-04-18,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Gujarat Titans,0,6,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
813,2020,Mohali,2020-04-01,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,normal,0,Gujarat Titans,11,0,HH Pandya,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
814,2020,Kolkata,2020-04-23,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Mumbai Indians,27,0,SR Watson,Eden Gardens,Umpire A,Umpire B
815,2020,Delhi,2020-04-03,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,60,0,RG Sharma,Arun Jaitley Stadium,Umpire A,Umpire B
816,2020,Bangalore,2020-04-08,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,35,0,RR Pant,M Chinnaswamy Stadium,Umpire A,Umpire B
817,2020,Chennai,2020-04-19,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Mumbai Indians,0,5,AM Rahane,MA Chidambaram Stadium,Umpire A,Umpire B
818,2020,Kolkata,2020-04-12,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,0,7,DA Warner,Eden Gardens,Umpire A,Umpire B
819,2020,Bangalore,2020-04-21,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,10,0,KA Pollard,M Chinnaswamy Stadium,Umpire A,Umpire B
820,2020,Hyderabad,2020-04-13,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,AM Rahane,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
821,2020,Chennai,2020-04-08,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,0,Kolkata Knight Riders,0,9,S Dhawan,MA Chidambaram Stadium,Umpire A,Umpire B
822,2020,Jaipur,2020-04-05,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,normal,0,Lucknow Super Giants,0,9,KL Rahul,Sawai Mansingh Stadium,Umpire A,Umpire B
823,2020,Kolkata,2020-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,no result,0,,0,0,PP Shaw,Eden Gardens,Umpire A,Umpire B
824,2020,Mumbai,2020-04-13,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,G Gambhir,Wankhede Stadium,Umpire A,Umpire B
825,2020,Kolkata,2020-04-16,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,no result,0,,0,0,PP Shaw,Eden Gardens,Umpire A,Umpire B
826,2020,Bangalore,2020-04-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,V Kohli,M Chinnaswamy Stadium,Umpire A,Umpire B
827,2020,Pune,2020-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,68,0,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
828,2020,Hyderabad,2020-04-29,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Chennai Super Kings,0,6,SR Watson,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
829,2020,Pune,2020-04-13,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
830,2020,Pune,2020-04-11,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,76,0,DA Warner,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
831,2020,Hyderabad,2020-04-27,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,normal,0,Gujarat Titans,0,8,RG Sharma,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
832,2020,Kolkata,2020-04-02,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,13,0,DA Warner,Eden Gardens,Umpire A,Umpire B
833,2020,Bangalore,2020-04-13,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,72,0,RR Pant,M Chinnaswamy Stadium,Umpire A,Umpire B
834,2020,Mumbai,2020-04-24,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,0,9,DA Warner,Wankhede Stadium,Umpire A,Umpire B
835,2020,Delhi,2020-04-24,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,56,0,Q de Kock,Arun Jaitley Stadium,Umpire A,Umpire B
836,2020,Mumbai,2020-04-23,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,0,2,KA Pollard,Wankhede Stadium,Umpire A,Umpire B
837,2020,Mohali,2020-04-06,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,0,5,G Gambhir,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
838,2020,Hyderabad,2020-04-26,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,67,0,KA Pollard,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
839,2020,Mohali,2020-04-10,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,3,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
840,2020,Mohali,2020-04-04,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,normal,0,Kolkata Knight Riders,21,0,RR Pant,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
841,2020,Hyderabad,2020-04-20,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,6,IS Sodhi,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
842,2020,Bangalore,2020-04-20,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,1,0,SR Watson,M Chinnaswamy Stadium,Umpire A,Umpire B
843,2020,Jaipur,2020-04-20,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,23,0,CH Gayle,Sawai Mansingh Stadium,Umpire A,Umpire B
844,2020,Ahmedabad,2020-04-10,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,SK Raina,Narendra Modi Stadium,Umpire A,Umpire B
845,2020,Ahmedabad,2020-04-29,Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,no result,0,,0,0,JM Bairstow,Narendra Modi Stadium,Umpire A,Umpire B
846,2020,Chennai,2020-04-10,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,0,7,CH Gayle,MA Chidambaram Stadium,Umpire A,Umpire B
847,2020,Kolkata,2020-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,54,0,KA Pollard,Eden Gardens,Umpire A,Umpire B
848,2020,Delhi,2020-04-13,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,normal,0,Punjab Kings,36,0,AM Rahane,Arun Jaitley Stadium,Umpire A,Umpire B
849,2020,Kolkata,2020-04-22,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,79,0,HH Pandya,Eden Gardens,Umpire A,Umpire B
850,2020,Bangalore,2020-04-21,Mumbai Indians,Punjab Kings,Punjab Kings,bat,normal,0,Punjab Kings,28,0,SK Raina,M Chinnaswamy Stadium,Umpire A,Umpire B
851,2020,Chennai,2020-04-02,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,no result,0,,0,0,G Gambhir,MA Chidambaram Stadium,Umpire A,Umpire B
852,2020,Ahmedabad,2020-04-24,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,S Dhawan,Narendra Modi Stadium,Umpire A,Umpire B
853,2020,Bangalore,2020-04-16,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,2,0,AB de Villiers,M Chinnaswamy Stadium,Umpire A,Umpire B
854,2020,Ahmedabad,2020-04-07,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,KA Pollard,Narendra Modi Stadium,Umpire A,Umpire B
855,2020,Mumbai,2020-04-20,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,normal,0,Gujarat Titans,31,0,DA Warner,Wankhede Stadium,Umpire A,Umpire B
856,2020,Delhi,2020-04-21,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,16,0,KS Williamson,Arun Jaitley Stadium,Umpire A,Umpire B
857,2020,Mohali,2020-04-23,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,no result,0,,0,0,AM Rahane,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
858,2020,Delhi,2020-04-09,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,normal,0,Gujarat Titans,0,9,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
859,2020,Chennai,2020-04-11,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,no result,0,,0,0,SR Watson,MA Chidambaram Stadium,Umpire A,Umpire B
860,2020,Ahmedabad,2020-04-15,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,3,KS Williamson,Narendra Modi Stadium,Umpire A,Umpire B
861,2020,Kolkata,2020-04-15,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,0,3,SK Raina,Eden Gardens,Umpire A,Umpire B
862,2020,Delhi,2020-04-23,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,8,SK Raina,Arun Jaitley Stadium,Umpire A,Umpire B
863,2020,Ahmedabad,2020-04-18,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,no result,0,,0,0,HH Pandya,Narendra Modi Stadium,Umpire A,Umpire B
864,2020,Mohali,2020-04-07,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,48,0,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
865,2020,Delhi,2020-04-15,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,73,0,DA Warner,Arun Jaitley Stadium,Umpire A,Umpire B
866,2020,Ahmedabad,2020-04-27,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,5,0,KA Pollard,Narendra Modi Stadium,Umpire A,Umpire B
867,2020,Mohali,2020-04-19,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,0,Mumbai Indians,0,4,SR Watson,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
868,2020,Ahmedabad,2020-04-29,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,34,0,SR Watson,Narendra Modi Stadium,Umpire A,Umpire B
869,2021,Mohali,2021-04-26,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,no result,0,,0,0,SK Raina,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
870,2021,Mumbai,2021-04-25,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,40,0,IS Sodhi,Wankhede Stadium,Umpire A,Umpire B
871,2021,Mumbai,2021-04-19,Delhi Capitals,Punjab Kings,Punjab Kings,bat,normal,0,Delhi Capitals,69,0,DA Warner,Wankhede Stadium,Umpire A,Umpire B
872,2021,Jaipur,2021-04-18,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,normal,0,Sunrisers Hyderabad,19,0,AB de Villiers,Sawai Mansingh Stadium,Umpire A,Umpire B
873,2021,Hyderabad,2021-04-04,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,18,0,SR Watson,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
874,2021,Hyderabad,2021-04-16,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Delhi Capitals,0,3,RR Pant,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
875,2021,Jaipur,2021-04-26,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,1,SK Raina,Sawai Mansingh Stadium,Umpire A,Umpire B
876,2021,Ahmedabad,2021-04-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,49,0,G Gambhir,Narendra Modi Stadium,Umpire A,Umpire B
877,2021,Pune,2021-04-18,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,4,V Kohli,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
878,2021,Pune,2021-04-22,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,MS Dhoni,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
879,2021,Ahmedabad,2021-04-01,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,0,9,KL Rahul,Narendra Modi Stadium,Umpire A,Umpire B
880,2021,Bangalore,2021-04-16,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,0,3,IS Sodhi,M Chinnaswamy Stadium,Umpire A,Umpire B
881,2021,Delhi,2021-04-03,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,70,0,G Gambhir,Arun Jaitley Stadium,Umpire A,Umpire B
882,2021,Hyderabad,2021-04-26,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Mumbai Indians,0,5,HH Pandya,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
883,2021,Hyderabad,2021-04-06,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,0,Kolkata Knight Riders,36,0,SK Raina,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
884,2021,Delhi,2021-04-25,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,0,Rajasthan Royals,0,3,Q de Kock,Arun Jaitley Stadium,Umpire A,Umpire B
885,2021,Ahmedabad,2021-04-15,Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,75,0,V Kohli,Narendra Modi Stadium,Umpire A,Umpire B
886,2021,Bangalore,2021-04-29,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,2,RG Sharma,M Chinnaswamy Stadium,Umpire A,Umpire B
887,2021,Ahmedabad,2021-04-18,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,0,Punjab Kings,8,0,AB de Villiers,Narendra Modi Stadium,Umpire A,Umpire B
888,2021,Ahmedabad,2021-04-12,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,54,0,S Dhawan,Narendra Modi Stadium,Umpire A,Umpire B
889,2021,Hyderabad,2021-04-13,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,no result,0,,0,0,Q de Kock,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
890,2021,Pune,2021-04-25,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,normal,0,Gujarat Titans,42,0,IS Sodhi,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
891,2021,Chennai,2021-04-08,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34,0,KS Williamson,MA Chidambaram Stadium,Umpire A,Umpire B
892,2021,Hyderabad,2021-04-18,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,39,0,PP Shaw,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
893,2021,Hyderabad,2021-04-28,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,0,7,S Dhawan,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
894,2021,Bangalore,2021-04-22,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,normal,0,Gujarat Titans,0,9,AB de Villiers,M Chinnaswamy Stadium,Umpire A,Umpire B
895,2021,Hyderabad,2021-04-16,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,no result,0,,0,0,MS Dhoni,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
896,2021,Mohali,2021-04-13,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,S Dhawan,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
897,2021,Jaipur,2021-04-29,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,26,0,HH Pandya,Sawai Mansingh Stadium,Umpire A,Umpire B
898,2021,Kolkata,2021-04-28,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,0,8,V Kohli,Eden Gardens,Umpire A,Umpire B
899,2021,Ahmedabad,2021-04-02,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,51,0,SR Watson,Narendra Modi Stadium,Umpire A,Umpire B
900,2021,Hyderabad,2021-04-03,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,MS Dhoni,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
901,2021,Pune,2021-04-18,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,no result,0,,0,0,PP Shaw,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
902,2021,Bangalore,2021-04-13,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,normal,0,Rajasthan Royals,4,0,AB de Villiers,M Chinnaswamy Stadium,Umpire A,Umpire B
903,2021,Delhi,2021-04-25,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,no result,0,,0,0,RR Pant,Arun Jaitley Stadium,Umpire A,Umpire B
904,2021,Bangalore,2021-04-11,Delhi Capitals,Gujarat Titans,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,MS Dhoni,M Chinnaswamy Stadium,Umpire A,Umpire B
905,2021,Delhi,2021-04-24,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,63,0,V Kohli,Arun Jaitley Stadium,Umpire A,Umpire B
906,2021,Delhi,2021-04-04,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Punjab Kings,0,3,HH Pandya,Arun Jaitley Stadium,Umpire A,Umpire B
907,2021,Jaipur,2021-04-25,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,normal,0,Gujarat Titans,0,1,AB de Villiers,Sawai Mansingh Stadium,Umpire A,Umpire B
908,2021,Chennai,2021-04-21,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,normal,0,Rajasthan Royals,75,0,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
909,2021,Mohali,2021-04-23,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,normal,0,Mumbai Indians,2,0,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
910,2021,Pune,2021-04-26,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,28,0,AB de Villiers,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
911,2021,Chennai,2021-04-02,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,normal,0,Chennai Super Kings,12,0,DA Warner,MA Chidambaram Stadium,Umpire A,Umpire B
912,2021,Mohali,2021-04-20,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Sunrisers Hyderabad,0,8,G Gambhir,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
913,2021,Chennai,2021-04-29,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,4,0,RR Pant,MA Chidambaram Stadium,Umpire A,Umpire B
914,2021,Mohali,2021-04-26,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,0,3,SR Watson,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
915,2021,Mumbai,2021-04-21,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,normal,0,Delhi Capitals,0,5,Q de Kock,Wankhede Stadium,Umpire A,Umpire B
916,2021,Mohali,2021-04-27,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,4,S Dhawan,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
917,2021,Ahmedabad,2021-04-02,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,0,8,HH Pandya,Narendra Modi Stadium,Umpire A,Umpire B
918,2021,Delhi,2021-04-13,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
919,2021,Mumbai,2021-04-16,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,9,DA Warner,Wankhede Stadium,Umpire A,Umpire B
920,2021,Hyderabad,2021-04-11,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,56,0,PP Shaw,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
921,2021,Bangalore,2021-04-22,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,normal,0,Kolkata Knight Riders,0,3,S Dhawan,M Chinnaswamy Stadium,Umpire A,Umpire B
922,2021,Jaipur,2021-04-04,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,normal,0,Lucknow Super Giants,13,0,DA Warner,Sawai Mansingh Stadium,Umpire A,Umpire B
923,2021,Delhi,2021-04-10,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Delhi Capitals,58,0,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
924,2021,Kolkata,2021-04-13,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,42,0,HH Pandya,Eden Gardens,Umpire A,Umpire B
925,2021,Pune,2021-04-01,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,1,SK Raina,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
926,2021,Pune,2021-04-11,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,3,AB de Villiers,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
927,2021,Hyderabad,2021-04-23,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,8,0,DA Warner,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
928,2021,Delhi,2021-04-23,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,63,0,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
929,2021,Ahmedabad,2021-04-22,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,SR Watson,Narendra Modi Stadium,Umpire A,Umpire B
930,2021,Mumbai,2021-04-21,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,54,0,JM Bairstow,Wankhede Stadium,Umpire A,Umpire B
931,2021,Pune,2021-04-17,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,43,0,RG Sharma,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
932,2021,Jaipur,2021-04-12,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,12,0,SR Watson,Sawai Mansingh Stadium,Umpire A,Umpire B
933,2021,Bangalore,2021-04-03,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,normal,0,Mumbai Indians,30,0,AB de Villiers,M Chinnaswamy Stadium,Umpire A,Umpire B
934,2021,Delhi,2021-04-20,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,44,0,KS Williamson,Arun Jaitley Stadium,Umpire A,Umpire B
935,2021,Jaipur,2021-04-09,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,HH Pandya,Sawai Mansingh Stadium,Umpire A,Umpire B
936,2022,Hyderabad,2022-04-16,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,75,0,IS Sodhi,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
937,2022,Hyderabad,2022-04-28,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Lucknow Super Giants,79,0,DA Warner,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
938,2022,Jaipur,2022-04-28,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,0,Rajasthan Royals,0,3,MS Dhoni,Sawai Mansingh Stadium,Umpire A,Umpire B
